"Tag Code","Mark File Name","Mark Data Project Code and Name","Mark Site Name","Mark Date MMDDYYYY","Release Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Mark Count"
"3DD.003E2B76E9","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B76EA","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B76EC","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B76EE","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B76F8","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B76F9","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B76FB","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7700","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7703","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7704","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7709","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B770A","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B770C","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7711","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7714","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B771B","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B771D","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B771F","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7720","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7721","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7722","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7724","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7725","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7726","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7729","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B772C","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B772F","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7730","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7731","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7735","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7736","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7737","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7739","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B773B","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B773C","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B773F","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7743","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7744","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7746","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7749","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B774B","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7755","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7756","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7757","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7759","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B775A","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B775B","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B775E","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7760","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B776A","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B776B","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B776D","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B776F","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7771","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7773","JSW-2023-166-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/15/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B777C","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B777D","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7781","JSW-2023-167-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/16/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7788","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B7796","JSW-2023-163-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B7797","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B779C","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B779D","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77A0","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77A3","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77A7","JSW-2023-163-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77A9","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77B0","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77B1","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77B5","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77B7","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77BA","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77BD","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77C0","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77C1","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77C2","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77C8","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77CC","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77CF","JSW-2023-163-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77D1","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77D2","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77D3","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77DA","JSW-2023-165-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/14/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77DD","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77DE","JSW-2023-163-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77E1","JSW-2023-163-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77E2","JSW-2023-163-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77E4","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","W","Wild Fish or Natural Production","1"
"3DD.003E2B77E5","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77EA","JSW-2023-163-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/12/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77EB","JSW-2023-164-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","6/13/2023","1","Chinook","1","Spring","H","Hatchery Reared","1"
"3DD.003E2B77EC","JSW-2023-184-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003E2B77ED","JSW-2023-185-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/4/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/4/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003E2B77F1","JSW-2023-184-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003E2B77F4","JSW-2023-185-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/4/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/4/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003E2B77F9","JSW-2023-184-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003E2B77FA","JSW-2023-186-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/5/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/5/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003E2B77FF","JSW-2023-184-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003E2B7808","JSW-2023-186-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/5/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/5/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003E2B780E","JSW-2023-184-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003E2B7810","JSW-2023-187-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/6/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/6/2023","1","Chinook","2","Summer","H","Hatchery Reared","1"
"3DD.003E2B7811","JSW-2023-184-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/3/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
"3DD.003E2B7818","JSW-2023-185-001.xml","JSW - Jody White Projects","LGRLDR - LGR - Release into the Adult Fish Ladder","7/4/2023","LGRLDR - LGR - Release into the Adult Fish Ladder","7/4/2023","1","Chinook","2","Summer","W","Wild Fish or Natural Production","1"
