Tag,SRR Code,Brood Year,Migration Year,Hatchery Name,Stock,Release Site,Release Site Code,Mark Conditional Comment,Mark Weight,Mark Length,SbyC,Expansion,Ocean Age
3DD.003D7530F9,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7532C7,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,130,RTR,1,2
3DD.003D7532CF,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,101,RAL,56.86480107,2
3DD.003D75344B,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,127,RTR,1,2
3DD.003D7534F1,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D753602,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,125,RTR,1,2
3DD.003D7536DD,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,99,RTR,1,2
3DD.003D7536F3,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,93,RTR,1,2
3DD.003D753922,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,123,RTR,1,2
3DD.003D753FED,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7540D7,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D754102,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D754291,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D754610,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,110,RTR,1,2
3DD.003D7547A3,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,116,RAL,56.86480107,2
3DD.003D7547E6,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7549CD,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,137,RAL,56.86480107,2
3DD.003D7549D4,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,116,RAL,56.86480107,2
3DD.003D754A8D,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D754B3D,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D754DDB,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D754E43,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D754E66,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D754FC3,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75519F,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D755238,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D7554AA,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D7555E3,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,119,RTR,1,2
3DD.003D755601,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,110,RAL,56.86480107,2
3DD.003D755611,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,116,RTR,1,2
3DD.003D755749,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7558FE,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,120,RAL,56.86480107,2
3DD.003D755C54,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D756017,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,117,RAL,56.86480107,2
3DD.003D756115,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,108,RTR,1,2
3DD.003D7561F0,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D756317,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D75647D,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75660F,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D756685,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7569D3,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,102,RAL,56.86480107,2
3DD.003D756B47,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D756C0B,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,106,RAL,56.86480107,2
3DD.003D757216,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75723F,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D757706,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D757891,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7578E0,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D757BE4,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D757EA0,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D758247,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D7583E5,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D758416,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75866F,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D758AA8,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D758AE4,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,106,RAL,56.86480107,2
3DD.003D758B06,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,116,RAL,56.86480107,2
3DD.003D758EE9,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D758FB7,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D759002,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7590DD,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7591F2,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D75925E,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D759278,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75929E,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7592E5,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D7595BE,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D7598B6,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D759A31,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D759B4C,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D759BEE,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D759C4A,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D759C9A,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,125,RTR,1,2
3DD.003D75A1DC,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75A1EF,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,107,RTR,1,2
3DD.003D75A206,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75A446,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,123,RTR,1,2
3DD.003D75A47A,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75A4C8,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75A68F,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75A807,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75A94E,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75A978,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75AAAB,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75AAF1,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75AB06,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75ACF0,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75AD5C,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,105,RAL,56.86480107,2
3DD.003D75AD85,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,89,RTR,1,2
3DD.003D75AE6E,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75AF80,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75AFD9,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75B599,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75B5CB,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D75B68A,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,127,RAL,56.86480107,2
3DD.003D75B6BE,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D75B7A3,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D75B8F7,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D75B925,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75BAD4,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75BBD8,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75BBFD,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75BCF5,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,119,RAL,56.86480107,2
3DD.003D75BD11,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75BDA1,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75BE2D,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D75C095,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75C24C,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75C310,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75C323,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,56.86480107,2
3DD.003D75C5B2,11H,2019,2021,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RTR,1,2
3DD.003D90D97C,11H,2020,2022,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,74.47446801,1
3DD.003D90F4BC,11H,2020,2022,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,,RAL,74.47446801,1
3DD.003D912D23,11H,2020,2022,Dworshak NFH,DWOR,"DWORNF - Dworshak NFH, release into North Fork Clearwater River",DWORNF,AD,,105,RAL,74.47446801,1
3DD.003BD30A36,11H,,2020,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RTR,1,3
3DD.003D6E6001,11H,2020,2022,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,147.72,1
3DD.003D92E1E6,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92E25B,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92E29F,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92E569,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92E871,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92ED18,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92EEB9,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RTR,1,2
3DD.003D92F0F8,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92F261,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92F4AF,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RTR,1,2
3DD.003D92F52F,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92F5EF,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92F6AD,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RAL,136.1,2
3DD.003D92F6C6,11H,2019,2021,Kooskia NFH,,KOOS - Kooskia National Fish Hatchery,KOOS,,,,RTR,1,2
3DD.003D326BC5,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D326BFE,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D326CEB,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D326D76,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D326EAE,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D326EC7,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D326EDC,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D326F84,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D326FE9,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D327170,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D32717E,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D32752B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D327645,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D3279BD,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D3279EA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D327B5C,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D327BBA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D327C7E,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D327EDA,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D32800A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D32807B,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D32810E,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D328397,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D32840C,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D328418,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D32850C,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D3285EF,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D328713,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D3287F1,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D3287FD,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D328C5A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D328D00,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D328D24,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D328E2A,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D328F14,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RAL,6.995738794,2
3DD.003D3290D0,12H,2019,2021,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AI CW,,,RTR,1,2
3DD.003D38871F,12H,2018,2020,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.02869212,3
3DD.003D38979E,12H,2018,2020,McCall Hatchery,SF SALMON,"KNOXB - Knox Bridge, SF Salmon River",KNOXB,AD,,,RAL,50.02869212,3
