Tag,SRR Code,Brood Year,Migration Year,Hatchery Name,Stock,Release Site,Release Site Code,Mark Conditional Comment,Mark Weight,Mark Length,SbyC,Expansion,Ocean Age
3DD.003D393F1E,11H,2020,2022,Clearwater Hatchery,CLEAR CREEK,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RTR,1,1
3DD.003D394313,11H,2020,2022,Clearwater Hatchery,CLEAR CREEK,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,58.06683396,1
3DD.003D3EE477,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,43,2
3DD.003D3EE4BE,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,43,2
3DD.003D3EE4D5,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RTR,1,2
3DD.003D3EE67D,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RTR,1,2
3DD.003D3EE91E,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,43,2
3DD.003D3EE91F,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RTR,1,2
3DD.003D3EE9F2,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,43,2
3DD.003D3EEB66,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD,,,RAL,43,2
3DD.003D3EEDCA,11H,2020,2022,Clearwater Hatchery,CLEAR CREEK,CLEARC - Clear Creek,CLEARC,AD,,,RAL,112.3424357,1
3DD.003D666D68,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D666F4A,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6670A7,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D667198,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6671CF,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D667251,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6672DF,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6672EE,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6673AC,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D6673C5,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D667428,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D667473,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66752D,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D667539,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D667561,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D667753,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6677BE,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D667936,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66793F,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D667DCB,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D668029,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D66804C,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D668177,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6681AA,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D668364,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D668471,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66857B,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D668607,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D668638,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6686A7,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6686D9,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D668742,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D66878C,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6687F4,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6691EC,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D6691FF,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D669253,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D6695F2,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66965C,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D66965F,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D6697B3,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D669969,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D669A74,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D669AC6,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D669C1B,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D669F04,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D669FF8,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66A2C9,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66A4A5,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66A629,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66A782,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66AB18,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66AB2B,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66AB59,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D66AC18,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D66AE8E,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D66AFDE,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D66B0FE,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RTR,1,2
3DD.003D66B2BB,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,CLWHNF - Clearwater Hatchery release into North Fork Clearwater River,CLWHNF,AD CW,,,RAL,43,2
3DD.003D68368E,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D683804,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D683D9A,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D683EE8,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D68451F,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D6848B8,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D684A81,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D684C2B,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D684E2C,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D684FA4,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D685007,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D685106,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D68530F,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D6855CB,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D6855DE,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D685648,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D685815,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D685835,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D685CE5,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D685CE7,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D686354,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D686621,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D68665C,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D686660,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D6867C3,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D686A70,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D686AED,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D686C17,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D686D84,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D686DAD,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D686E3E,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D686EAC,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D686ED9,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D68717B,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D6871C1,11H,2019,2021,Clearwater Hatchery,RAPID RIVER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D68757B,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D687590,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D68770D,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D68786C,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D6878A5,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D687C21,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D687C5A,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D687CF8,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D687D2B,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D687DD3,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D687E02,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D687ED3,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D687F99,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D6880A8,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RTR,1,2
3DD.003D688113,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D688167,11H,2019,2021,Clearwater Hatchery,SF CLEARWATER,REDP - Red River Rearing Pond,REDP,AD,,,RAL,101.04,2
3DD.003D6BAA00,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D6BACA0,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D6BAD6B,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D6BB284,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BB3E8,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,2
3DD.003D6BB62C,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BB73A,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AI,,,RAL,22.26,2
3DD.003D6BB7D1,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BBA2F,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D6BBAAF,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BBB18,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,2
3DD.003D6BBBCB,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BBC26,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BBE38,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BC2FA,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BC364,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BC8A1,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BC93F,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BD297,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,2
3DD.003D6BE1D7,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BE1DC,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BE3F1,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D6BE767,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BF63C,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BF672,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BF7CB,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6BFEBB,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6BFFB9,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6C01ED,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6C09AB,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6C0E7C,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,2
3DD.003D6C1004,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RTR,1,2
3DD.003D6C140F,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6C15FA,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D6C1A14,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6C1EA9,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6C39B2,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6C39F9,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AD,,,RAL,22.2,2
3DD.003D6C4972,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RAL,43.15,2
3DD.003D6C4C7F,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6C5341,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6C545F,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6C5C9B,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6C5DB0,11H,2019,2021,Clearwater Hatchery,LT WHITE SALMON,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),SELWY1,AD,,,RTR,1,2
3DD.003D6C6342,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
3DD.003D6C6503,12H,2019,2021,Clearwater Hatchery,POWELL,POWP - Powell Rearing Pond,POWP,AI,,,RAL,22.11,2
